"row_index","Act Number","chapter_index","chapter","dialogue_index","line_index","speaker","line","happiness","ambitious","surprise","anger","sadness","fear","neutral"
"50","1","8","Stone Wave Cliffs","7","4","Unknown woman","No!","0.0","0.0","0.0","0.7","0.3","0.0","0.0"
"51","1","8","Stone Wave Cliffs","8","0","White-haired man","This won’t make sense to you now, but we both want what’s best for our families. I’m sorry you’re caught in the middle. But I did try to warn you. It’s been a while. Stay out of this. You chose to walk away. You don’t get to come back now and interfere.","0.0","0.0","0.0","0.4","0.6","0.0","0.0"
"52","1","8","Stone Wave Cliffs","8","1","Stranger","You’ve lived more than a lifetime. It’s time to let her go.","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"53","1","8","Stone Wave Cliffs","8","2","White-haired man","A lifetime. A lifetime with my family torn apart. No, I want my family back.","0.0","0.0","0.0","0.5","0.5","0.0","0.0"
"54","1","8","Stone Wave Cliffs","8","3","Stranger","It’s not your family. But she is.","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"55","1","8","Stone Wave Cliffs","8","4","White-haired man","You would use her?","0.0","0.0","0.0","0.6","0.4","0.0","0.0"
"56","1","8","Stone Wave Cliffs","8","5","Stranger","She chose to come. I didn’t make the rules between you two. Hey, are you alright? It’s okay. I’ll handle things here. Get back to your friends. Go.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"57","1","8","Stone Wave Cliffs","8","6","White-haired man","So that’s it. You’ve set us down this path, but are you ready for the consequences?","0.0","0.0","0.0","0.5","0.5","0.0","0.0"
"58","1","8","Stone Wave Cliffs","8","7","Stranger","She’ll never paint again.","0.0","0.0","0.0","0.5","0.5","0.0","0.0"
"59","1","8","Stone Wave Cliffs","9","0","Sciel","Last time we sat together like this…","0.0","0.0","0.0","0.0","0.8","0.0","0.2"
"60","1","8","Stone Wave Cliffs","9","1","Lune","Mm. In Lumière. Mourning our parents.","0.0","0.0","0.0","0.0","0.9","0.0","0.1"
"61","1","8","Stone Wave Cliffs","9","2","Sciel","Seems like everytime we’re together, it’s to grieve. I wish we could have spent more time… in less hopeless contexts.","0.0","0.0","0.0","0.0","0.8","0.1","0.1"
"62","1","8","Stone Wave Cliffs","9","3","Lune","The plan doesn’t change. We aim for the Monolith. We keep heading north. With Esquie’s help, we can make it. But we lost the Lumina Converter–","0.0","0.3","0.0","0.0","0.5","0.0","0.2"
"63","1","8","Stone Wave Cliffs","9","4","Sciel","It’s ok, we can think about that later–","0.0","0.3","0.0","0.0","0.4","0.0","0.3"
"64","1","8","Stone Wave Cliffs","9","5","Lune","All the backups were destroyed by that MAN, but Expedition 32 will bring more, their chances will be better– We need to prepare them. I should update our journals–","0.0","0.3","0.0","0.0","0.5","0.0","0.2"
"65","1","8","Stone Wave Cliffs","9","6","Sciel","Hey, hey, hey. It’s ok. Tomorrow will still come.","0.2","0.0","0.0","0.0","0.5","0.0","0.3"
"66","1","8","Stone Wave Cliffs","9","7","Lune","Sciel–","0.0","0.0","0.2","0.0","0.5","0.0","0.3"
"67","1","8","Stone Wave Cliffs","9","8","Stranger","This seemed important. If you want to reach the Monolith, the best path is through the quarry up north.","0.0","0.4","0.2","0.0","0.0","0.0","0.4"
"68","1","8","Stone Wave Cliffs","9","9","Lune","Who are you?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"69","1","8","Stone Wave Cliffs","9","10","Sciel","And where did you get that expedition uniform?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"70","1","8","Stone Wave Cliffs","9","11","Stranger","Strange way to say thank you. Um. I’m sorry I couldn’t save your friend. I’m wearing an expedition uniform because I, too, am an Expeditioner–","0.0","0.2","0.0","0.0","0.3","0.0","0.5"
"71","1","8","Stone Wave Cliffs","9","12","Sciel","What? What d’you mean, you’re an–","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"72","1","8","Stone Wave Cliffs","9","13","Lune","I’ve never seen you before–","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"73","1","8","Stone Wave Cliffs","9","14","Stranger","First Expedition. Expedition Zero.","0.0","0.5","0.0","0.0","0.0","0.0","0.5"
"74","1","8","Stone Wave Cliffs","9","15","Lune","Expedition Zero? But how are you alive? And not–","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"75","1","8","Stone Wave Cliffs","9","16","Stranger","Old? I don’t know, exactly, but some of us stopped aging. And we’re not affected by the Gommage.","0.0","0.2","0.0","0.0","0.3","0.0","0.5"
"76","1","8","Stone Wave Cliffs","9","17","Lune","“Some” of you. Like the man on the cliff.","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"77","1","8","Stone Wave Cliffs","9","18","Stranger","Renoir. Our commander.","0.0","0.5","0.0","0.0","0.0","0.0","0.5"
"78","1","8","Stone Wave Cliffs","9","19","Lune","Why? Why did he massacre our team?","0.0","0.0","0.3","0.5","0.0","0.0","0.2"
"79","1","8","Stone Wave Cliffs","9","20","Sciel","How could he turn on his own people?","0.0","0.0","0.3","0.5","0.0","0.0","0.2"
"80","1","8","Stone Wave Cliffs","9","21","Stranger","He believes his immortality is a gift from the Paintress. Killing her would kill him too. And he enjoys living forever.","0.0","0.3","0.0","0.0","0.3","0.0","0.4"
"81","1","8","Stone Wave Cliffs","9","22","Lune","And you don’t?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"82","1","8","Stone Wave Cliffs","9","23","Stranger","Burying everyone you know while you live on… Can wear you down a bit. I couldn’t help your friend, but perhaps, I can help you.","0.0","0.2","0.0","0.0","0.3","0.0","0.5"
"83","1","8","Stone Wave Cliffs","9","24","Lune","You want to join us?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"84","1","8","Stone Wave Cliffs","9","25","Stranger","If you don’t mind the company… Yes.","0.0","0.5","0.0","0.0","0.0","0.0","0.5"
"85","1","8","Stone Wave Cliffs","9","26","Maelle","So if I want to kill Renoir, I have to kill the Paintress first. What’s your name?","0.0","0.3","0.0","0.5","0.0","0.0","0.2"
"86","1","8","Stone Wave Cliffs","9","27","Stranger","Verso.","0.0","0.5","0.0","0.0","0.0","0.0","0.5"
"0","2","9","Meet Verso","0","0","Esquie","Mon ami! Oho, you’ve put on a lot of weight.","0.7","0.0","0.3","0.0","0.0","0.0","0.0"
"1","2","9","Meet Verso","0","1","Verso","I could say the same for you, you giant marshmallow. Bet you lost your stones again?","0.6","0.0","0.2","0.2","0.0","0.0","0.0"
"2","2","9","Meet Verso","0","2","Esquie","Oho, you know me! But now you’re here! We can go find them.","0.8","0.0","0.2","0.0","0.0","0.0","0.0"
"3","2","9","Meet Verso","0","3","Verso","Yeah, buddy, we’ll find them. Tell me… did you tell them about… you know what?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"4","2","9","Meet Verso","0","4","Esquie","Oh, “Maman’s” the word! I promised.","0.7","0.0","0.3","0.0","0.0","0.0","0.0"
"5","2","9","Meet Verso","0","5","Verso","Great, I’m counting on you.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"6","2","9","Meet Verso","0","6","Esquie","Always, mon ami!","0.8","0.0","0.2","0.0","0.0","0.0","0.0"
"7","2","9","Meet Verso","2","0","Verso","I’m really sorry I didn’t arrive sooner. He was… your brother?","0.0","0.0","0.0","0.0","0.8","0.2","0.0"
"8","2","9","Meet Verso","2","1","Maelle","Something like that.","0.0","0.0","0.0","0.0","0.9","0.1","0.0"
"9","2","9","Meet Verso","2","2","Verso","Losing family is diffic-","0.0","0.0","0.0","0.0","0.9","0.1","0.0"
"10","2","9","Meet Verso","2","3","Maelle","I know- I know what you’re going to say. You want to offer your condolences. You want to say something comforting. But- I don’t need it. I’ve had enough condolences. I- I’ve lost so many families now, I- I- I just need- Can you please go?","0.0","0.0","0.0","0.2","0.8","0.0","0.0"
"11","2","9","Meet Verso","3","0","Verso","Head for the Monolith. Through the quarry to the north.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"12","2","9","Meet Verso","3","1","Sciel","Everyone ok?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"13","2","9","Meet Verso","3","2","Maelle","…","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"14","2","9","Meet Verso","4","0","Lune","This world is full of wonders.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"15","2","9","Meet Verso","4","1","Maelle","Yet everywhere we go, we walk with death.","0.0","0.0","0.0","0.0","0.9","0.1","0.0"
"0","2","10","Forgotten Battlefields","0","0","Verso","You’ll get used to them, we’re going to see a lot more.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"1","2","10","Forgotten Battlefields","0","1","Lune","If we hurry, we can cross before nightfall.","0.0","0.6","0.0","0.0","0.0","0.0","0.4"
"2","2","10","Forgotten Battlefields","0","2","Maelle","Wait. Could we bury Gustave?","0.0","0.0","0.0","0.0","0.9","0.0","0.1"
"3","2","10","Forgotten Battlefields","0","3","Lune","I wish we could, but protocol is to keep moving. Gustave would understand…","0.0","0.0","0.0","0.0","0.8","0.0","0.2"
"4","2","10","Forgotten Battlefields","0","4","Sciel","We can look for a suitable place. Along the way, yeah? We’ll find a nice spot.","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"5","2","10","Forgotten Battlefields","0","5","Verso","Actually. There is a place. Past the quarry, out of the sight of the Paintress. A tranquil haven protected by magnificent trees. I think you’ll approve.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"6","2","10","Forgotten Battlefields","0","6","Lune","Lead the way.","0.0","0.4","0.0","0.0","0.0","0.0","0.6"
"7","2","10","Forgotten Battlefields","0","7","Verso","Let me show you something.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"8","2","10","Forgotten Battlefields","0","8","Lune","Any other tricks we should know?","0.0","0.3","0.3","0.0","0.0","0.0","0.4"
"9","2","10","Forgotten Battlefields","0","9","Verso","One thing at a time.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"10","2","10","Forgotten Battlefields","1","0","Sciel","These are all… Expeditions?","0.0","0.0","0.5","0.0","0.0","0.0","0.5"
"11","2","10","Forgotten Battlefields","1","1","Verso","A single Nevron took out most of them.","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"12","2","10","Forgotten Battlefields","1","2","Lune","Is it still around?","0.0","0.0","0.3","0.0","0.0","0.0","0.7"
"13","2","10","Forgotten Battlefields","1","3","Verso","I’ve only seen him once, many years ago, so most likely not.","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"14","2","10","Forgotten Battlefields","3","0","Verso","Hey, you holding up? We’re almost there.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"15","2","10","Forgotten Battlefields","3","1","Maelle","Holding up? Everywhere we go, just death, death and more death. Everywhere we go, just death. I just- I don’t want to see that anymore.","0.0","0.0","0.0","0.0","0.9","0.0","0.1"
"16","2","10","Forgotten Battlefields","3","2","Verso","Look, Maelle, it-","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"17","2","10","Forgotten Battlefields","3","3","Maelle","I thought YOU would understand. You said you spent your immortality burying the people around you. Doesn’t any of this bother you? And you. Gustave’s dead. How can you keep going like nothing happened!","0.0","0.0","0.0","0.7","0.3","0.0","0.0"
"18","2","10","Forgotten Battlefields","3","4","Sciel","We need to continue.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"19","2","10","Forgotten Battlefields","3","5","Maelle","Why do you-","0.0","0.0","0.0","0.5","0.5","0.0","0.0"
"20","2","10","Forgotten Battlefields","3","6","Sciel","Maelle. You know what we must do. “When one falls…” Come on.","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"21","2","10","Forgotten Battlefields","4","0","Sciel","Merde!","0.0","0.0","0.6","0.4","0.0","0.0","0.0"
"22","2","10","Forgotten Battlefields","4","1","Lune","Are you hurt?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"23","2","10","Forgotten Battlefields","4","2","Maelle","I’m fine- (groan of pain) Thanks.","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
"24","2","10","Forgotten Battlefields","4","3","Verso","Ready?","0.0","0.7","0.0","0.0","0.0","0.0","0.3"
"25","2","10","Forgotten Battlefields","5","0","Verso","Well, turns out this Nevron wasn’t that strong, but you did well. You learn fast.","0.6","0.4","0.0","0.0","0.0","0.0","0.0"
"26","2","10","Forgotten Battlefields","5","1","Lune","All this. This is what we’re fighting for.","0.5","0.5","0.0","0.0","0.0","0.0","0.0"
"27","2","10","Forgotten Battlefields","6","0","Maelle","Is this the place?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"28","2","10","Forgotten Battlefields","6","1","Verso","Yeah. We can bury your friend under this tree, if that’s okay with you.","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
"29","2","10","Forgotten Battlefields","6","2","Maelle","Couldn’t wait for me, could you? I wish we could-","0.0","0.0","0.0","0.4","0.6","0.0","0.0"
"30","2","10","Forgotten Battlefields","6","3","Lune","Rest easy, Gustave.","0.0","0.0","0.0","0.0","0.8","0.0","0.2"
"31","2","10","Forgotten Battlefields","6","4","Maelle","I’ll finish what you started. The Paintress. Renoir. They will pay.","0.0","0.7","0.0","0.3","0.0","0.0","0.0"
"32","2","10","Forgotten Battlefields","6","5","Sciel","No more Dome, just open skies.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"33","2","10","Forgotten Battlefields","6","6","Maelle","I’ll save them, Gustave. Emma, your apprentices, everyone.","0.0","0.7","0.0","0.3","0.0","0.0","0.0"
"34","2","10","Forgotten Battlefields","6","7","Lune","You can leave it to us.","0.0","0.6","0.0","0.0","0.0","0.0","0.4"
"35","2","10","Forgotten Battlefields","6","8","Sciel","You were always there for me.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"36","2","10","Forgotten Battlefields","6","9","Maelle","I’ll save them.","0.0","0.7","0.0","0.3","0.0","0.0","0.0"
"37","2","10","Forgotten Battlefields","6","10","Sciel","Say hi to Soph for me, yeah?","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"38","2","10","Forgotten Battlefields","6","11","Maelle","We could never tell if you were my brother or my father. But to me, you were both. The best brother and father I’ve ever had.","0.0","0.0","0.0","0.0","0.8","0.0","0.2"
"39","2","10","Forgotten Battlefields","6","12","Lune","“When one falls, we continue.”","0.0","0.5","0.0","0.0","0.0","0.0","0.5"
"40","2","10","Forgotten Battlefields","6","13","Maelle","Thanks for being my family. See you… in the next life.","0.0","0.0","0.0","0.0","0.9","0.0","0.1"
"41","2","10","Forgotten Battlefields","7","0","Verso","… for about two hours then there’s a big lake. We shouldn’t go there. At all. Like it’s- We should make a right and then it’s going to take a few hours, and then we make a stop, we get some rest and some food, and then from there, we head north to Monoco’s Station.","0.0","0.6","0.0","0.0","0.0","0.0","0.4"
"42","2","10","Forgotten Battlefields","7","1","Lune","Why there?","0.0","0.0","0.9","0.0","0.0","0.0","0.1"
"43","2","10","Forgotten Battlefields","7","2","Verso","To recruit my oldest friend. We’ll need the extra firepower, because our next goal will be to take down the Paintress’ heart.","0.0","0.7","0.0","0.0","0.0","0.0","0.3"
"44","2","10","Forgotten Battlefields","7","3","Sciel","Her heart?","0.0","0.0","0.9","0.0","0.0","0.0","0.1"
"45","2","10","Forgotten Battlefields","7","4","Verso","Yes. You can’t just stroll up to the Paintress. The Chroma there is far too dense, it erases anyone who gets close. But if we destroy her heart, the barrier will fall.","0.0","0.7","0.0","0.0","0.0","0.0","0.3"
"46","2","10","Forgotten Battlefields","7","5","Lune","Ok. So where is this heart? What does it look like?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"47","2","10","Forgotten Battlefields","7","6","Verso","What does it look like? That, I don’t know. But I do know that it’s somewhere in the centre of Old Lumière.","0.0","0.6","0.0","0.0","0.0","0.0","0.4"
"48","2","10","Forgotten Battlefields","7","7","Sciel","You found Old Lumière?","0.0","0.0","0.9","0.0","0.0","0.0","0.1"
"49","2","10","Forgotten Battlefields","7","8","Verso","Yes.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"50","2","10","Forgotten Battlefields","7","9","Lune","So it’s true. Before the Fracture, our Lumière was part of a larger city on the continent.","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"51","2","10","Forgotten Battlefields","7","10","Verso","I’ve travelled with many Expeditions. I was with the 58s when we found Old Lumière. But Renoir erased them, before we could get further. And I don’t know much more.","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
"52","2","10","Forgotten Battlefields","7","11","Lune","Alright then. Let’s go meet your friend at Monoco’s Station. And then we’ll take the Paintress’ heart.","0.0","0.6","0.0","0.0","0.0","0.0","0.4"
"53","2","10","Forgotten Battlefields","8","0","Sciel","How far up the mountain is Monoco’s Station? Will we see snow?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"54","2","10","Forgotten Battlefields","8","1","Verso","Not too high but yeah, there’s usually snow.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"55","2","10","Forgotten Battlefields","8","2","Sciel","Ah, fantastic!","0.9","0.0","0.0","0.0","0.0","0.0","0.1"
"56","2","10","Forgotten Battlefields","8","3","Verso","Oh, right, there’s no snow in Lumière.","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"57","2","10","Forgotten Battlefields","8","4","Sciel","No, only in books and paintings; it’s almost as mythical as gestrals!","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"58","2","10","Forgotten Battlefields","8","5","Verso","And just as fun. And sometimes just as deadly.","0.0","0.0","0.0","0.0","0.0","0.7","0.3"
"59","2","10","Forgotten Battlefields","8","6","Sciel","Oh, really? My husband was obsessed with the idea of snow. I can’t wait to see some.","0.7","0.0","0.0","0.0","0.0","0.0","0.3"
"60","2","10","Forgotten Battlefields","9","0","Lune","Your older friend is a gestral?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"61","2","10","Forgotten Battlefields","9","1","Verso","Yes, we’ve been friends for as long as I can remember.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"62","2","10","Forgotten Battlefields","9","2","Lune","Gustave would have loved that.","0.6","0.0","0.0","0.0","0.0","0.0","0.4"
"63","2","10","Forgotten Battlefields","9","3","Verso","Why? Because he liked Gestrals?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"64","2","10","Forgotten Battlefields","9","4","Lune","Because… he liked the idea of friendships that could last decades. We don’t get to enjoy such long friendships in Lumière.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"65","2","10","Forgotten Battlefields","10","0","Maelle","How come Monoco lives so far from the other gestrals?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"66","2","10","Forgotten Battlefields","10","1","Verso","Monoco’s a “Searcher.” They travel the land looking for Gestrals who went missing after the Fracture.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"67","2","10","Forgotten Battlefields","10","2","Maelle","The Lost Gestrals.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"68","2","10","Forgotten Battlefields","10","3","Verso","Yeah. That, and he pissed off Golgra.","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"69","2","10","Forgotten Battlefields","13","0","Sciel","What’re you working on?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"70","2","10","Forgotten Battlefields","13","1","Lune","Contingency plans. If we fail, Expedition 32 will need every bit of information we have.","0.0","0.6","0.0","0.0","0.0","0.0","0.4"
"71","2","10","Forgotten Battlefields","13","2","Sciel","Right, but how’re you gonna get it to them?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"72","2","10","Forgotten Battlefields","13","3","Lune","I asked the Gestrals for help.","0.0","0.6","0.0","0.0","0.0","0.0","0.4"
"73","2","10","Forgotten Battlefields","13","4","Sciel","Smart.","0.7","0.0","0.0","0.0","0.0","0.0","0.3"
"74","2","10","Forgotten Battlefields","13","5","Lune","What are the stars whispering to you?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"75","2","10","Forgotten Battlefields","13","6","Sciel","Actually, I’m the one whispering to them.","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"76","2","10","Forgotten Battlefields","13","7","Lune","Oh?","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"77","2","10","Forgotten Battlefields","13","8","Sciel","It’s something my dad and I used to do. When I was scared or anxious, or even when I was happy. He’d say… “share it with the stars… When it’s hard to talk about things… The stars’ll understand.”","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"78","2","10","Forgotten Battlefields","13","9","Lune","I like that.","0.7","0.0","0.0","0.0","0.0","0.0","0.3"
"79","2","10","Forgotten Battlefields","13","10","Sciel","I talked to the stars a lot, after he was gone.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"80","2","10","Forgotten Battlefields","13","11","Lune","I remember. The night we first met. At the Crooked Tower.","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"81","2","10","Forgotten Battlefields","13","12","Sciel","Right. After the Gommage.","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"82","2","10","Forgotten Battlefields","13","13","Lune","I was surprised to find you here. I thought I was the only one who knew about that room.","0.0","0.0","0.7","0.0","0.0","0.0","0.3"
"83","2","10","Forgotten Battlefields","13","14","Sciel","I had to go away from the harbour. And those damn petals everywhere. So I climbed up.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"84","2","10","Forgotten Battlefields","13","15","Lune","It wasn’t logical, but part of me really believed my parents and their expedition had succeeded. That they’d stopped Her. Then the Paintress woke. And I knew they weren’t coming home.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"85","2","10","Forgotten Battlefields","13","16","Sciel","You know, it meant a lot to me, the comfort we shared that day. But you avoided me after. Why?","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"86","2","10","Forgotten Battlefields","13","17","Lune","I- It wasn’t personal. I- I cut a lot of people out of my life.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"87","2","10","Forgotten Battlefields","13","18","Sciel","Ok. Not personal.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"88","2","10","Forgotten Battlefields","13","19","Lune","That day, I knew my parents had failed. They were counting on me to finish their work. I couldn’t afford distractions.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"89","2","10","Forgotten Battlefields","13","20","Sciel","Friends are not distractions.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"90","2","10","Forgotten Battlefields","13","21","Lune","I know that now.","0.7","0.0","0.0","0.0","0.0","0.0","0.3"
"91","2","10","Forgotten Battlefields","13","22","Sciel","Well. We’re in the middle of nowhere with one year left to live. What better time to build friendships?","0.7","0.0","0.0","0.0","0.0","0.0","0.3"
"92","2","10","Forgotten Battlefields","13","23","Lune","Mm, I could use some wine though.","0.7","0.0","0.0","0.0","0.0","0.0","0.3"
"93","2","10","Forgotten Battlefields","13","24","Sciel","Making friends is thirsty work.","0.7","0.0","0.0","0.0","0.0","0.0","0.3"
"94","2","10","Forgotten Battlefields","15","0","Maelle","Hey…","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"95","2","10","Forgotten Battlefields","15","1","Lune","Hey…","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"96","2","10","Forgotten Battlefields","15","2","Maelle","Um… I, um… I didn’t mean…","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"97","2","10","Forgotten Battlefields","15","3","Lune","It’s fine.","0.0","0.0","0.0","0.0","0.2","0.0","0.8"
"98","2","10","Forgotten Battlefields","15","4","Maelle","I just…","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"99","2","10","Forgotten Battlefields","15","5","Lune","I miss him too.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"100","2","10","Forgotten Battlefields","15","6","Maelle","It’s… it’s hard.","0.0","0.0","0.0","0.0","0.8","0.0","0.2"
"101","2","10","Forgotten Battlefields","15","7","Lune","… The pain we feel… everytime we lose someone… I’ve tried many ways of dealing with it. Running from it. Sitting with it. Compartmentalising it. But what I needed… was to use it. To use everything.","0.0","0.0","0.0","0.2","0.4","0.1","0.3"
"102","2","10","Forgotten Battlefields","15","8","Maelle","What do you mean?","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"103","2","10","Forgotten Battlefields","15","9","Lune","I- Mm.","0.0","0.0","0.0","0.0","0.2","0.0","0.8"
"104","2","10","Forgotten Battlefields","15","10","Maelle","…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"105","2","10","Forgotten Battlefields","15","11","Lune","(exhale) I feel… everything… And I let it burn inside me. When I’m tired, when I feel hopeless, when I want to just let it all go… I use the pain, I use the fear, the shame, the guilt, the anger, I use it all to keep going. To make sure. I. Continue.","0.0","0.0","0.0","0.4","0.3","0.2","0.1"
"106","2","10","Forgotten Battlefields","15","12","Maelle","Lune…","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
"107","2","10","Forgotten Battlefields","15","13","Lune","I can almost feel them beside me. Everyone we’ve lost… walking with me. Especially when I use chroma. I feel their presence, their closeness. And they help me.","0.2","0.0","0.0","0.0","0.5","0.0","0.3"
"108","2","10","Forgotten Battlefields","15","14","Maelle","You feel Gustave?","0.1","0.0","0.0","0.0","0.4","0.0","0.5"
"109","2","10","Forgotten Battlefields","15","15","Lune","Yeah, I do.","0.1","0.0","0.0","0.0","0.3","0.0","0.6"
"110","2","10","Forgotten Battlefields","15","16","Maelle","I’d like to feel him with me too…","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"111","2","10","Forgotten Battlefields","15","17","Lune","You have an affinity for chroma too. Try it.","0.2","0.0","0.0","0.0","0.1","0.0","0.7"
"112","2","10","Forgotten Battlefields","15","18","Maelle","…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"113","2","10","Forgotten Battlefields","15","19","Lune","…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"114","2","10","Forgotten Battlefields","15","20","Maelle","How do you always know what to do…","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"115","2","10","Forgotten Battlefields","15","21","Lune","I don’t. Want to know a secret? I have no idea what I’m doing. And I don’t think anyone else does either.","0.2","0.0","0.0","0.0","0.1","0.0","0.7"
"116","2","10","Forgotten Battlefields","15","22","Maelle","Huh. Really?","0.0","0.0","0.5","0.0","0.0","0.0","0.5"
"117","2","10","Forgotten Battlefields","15","23","Lune","Don’t tell anyone else I said that.","0.2","0.0","0.0","0.0","0.1","0.0","0.7"
"118","2","10","Forgotten Battlefields","15","24","Maelle","…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"119","2","10","Forgotten Battlefields","17","0","Maelle","Thanks. It really was a beautiful place.","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"120","2","10","Forgotten Battlefields","17","1","Verso","Glad you liked it. I’ve buried friends there too. You were right. About condolences. We offer them, because we don’t know what else to say. But there’s no comfort there.","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
"121","2","10","Forgotten Battlefields","17","2","Maelle","No.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"122","2","10","Forgotten Battlefields","17","3","Verso","All we can do is carry them with us.","0.0","0.0","0.0","0.0","0.4","0.0","0.6"
"123","2","10","Forgotten Battlefields","17","4","Maelle","I guess. Sorry. It’s just- We’re…","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"124","2","10","Forgotten Battlefields","17","5","Verso","Drowning in our own sadness? Hey. Why did you join the Expedition? I mean, with the Gommage- I understand the rest of the team’s decision, but you’re half their age.","0.0","0.2","0.0","0.0","0.3","0.0","0.5"
"125","2","10","Forgotten Battlefields","17","6","Maelle","Out here seemed better than in there. At the time.","0.0","0.0","0.0","0.0","0.5","0.0","0.5"
"126","2","10","Forgotten Battlefields","17","7","Verso","It’s natural, wanting to escape a life you don’t want.","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"127","2","10","Forgotten Battlefields","17","8","Maelle","Escape. yeah. That’s what I wanted. But Gustave and the others… They really want to change things.","0.0","0.0","0.0","0.0","0.6","0.0","0.4"
